Category,Subclass,Index,QuestionType,AnswerType,Question,Answer
GUI,application,6,TC,open,"Analyzing this video, how many times was the scroll wheel used to adjust the webpage?",The video used the scroll wheel 12 times to adjust the webpage.
GUI,application,7,TC,open,Analyze this video. How many times was the right arrow clicked in the video?,The right arrow was clicked twice in the video.
GUI,application,8,AD,open,Analyze this video. What is the input order of the last line of code in the video?,"First, type 'ide.log', then use the tab to complete it to 'console.log(ide)'."
GUI,application,9,TC,open,Analyze this video. How many times was the mouse clicked in the video?,The mouse was clicked 4 times in the video.
GUI,application,10,AD,closed,Analyze this video. What is the processing order in the video? (a) Click the 'Create a collection' button - enter 'My Collection' in the Name field - click the create button. (b) Click the 'New collection' button - enter 'My Collection' in the Name field - click the create button. (c) Click the 'Create a collection' button - enter 'My Collection' in the Name field - click the blank text box - click the create button. (d) Click the 'New collection' button - enter 'My Collection' in the Name field - click the blank text box - click the create button.,(b)
GUI,application,11,AD,open,"Analyzing this video, how is K[i][j] input in line 16?",The K[i][j] in line 16 of the video was copied and pasted.
GUI,application,12,AD,closed,"Analyzing this video, what is the order in which the two options for modifying code are selected? (a) 'Convert to variable holding arrow function' - 'Convert to named function' (b) 'Convert to arrow function' - 'Convert to variable holding arrow function' (c) 'Convert to variable holding arrow function' - 'Convert to arrow function' (d) 'Convert to named function' - 'Convert to variable holding arrow function'",(d)
GUI,application,13,TC,open,Analyze this video. How many times did the mouse select the text boxes in the video?,"In the video, the mouse selected the text box six times."
GUI,application,14,AD,closed,"Analyze this video. In the video, the content of a text box has been changed. How was it modified? (a) Delete ""源域"" - Press Enter - Input ""source"" - Space - Input ""domain"" - Change the capital S to lowercase s  (b) Delete ""源域"" - Press Enter - Input ""Source"" - Space - Input ""domain"" - Change the capital S to lowercase s  (c) Delete ""源域"" - Input ""source"" - Space - Input ""domain"" - Change the capital S to lowercase s  (d) Delete ""源域"" - Input ""Source"" - Space - Input ""domain"" - Change the capital S to lowercase s",(a)
GUI,application,15,TO,open,"Analyzing this video, what is the font size (in points) of the Song typeface appearing in the video?",The Song typeface appearing in the video is 14 points in size.
GUI,application,16,TC,open,Analyze this video. How many times was the page zoomed in during the video?,The video zoomed in 7 times.
GUI,application,17,TC,open,"Analyzing this video, how many four-pointed stars (all colors) were selected in the video?",Six four-pointed stars were selected in the video.
GUI,application,18,AD,open,Analyze this video. What are the some Chinese characters in the upper right corner of Figure 1?,累积能量占比
GUI,application,19,TC,open,Analyze this video. How many times was the.m file opened by double-clicking on the left column in the video?,The .m file was opened 7 times in the video.
GUI,application,20,TC,open,"Analyze this video. How many times was the "".m"" file selected (the name box of the selected file will turn blue)?",The mouse pointer selected the .m file 7 times in the video.
GUI,application,21,AD,closed,"Analyze this video. In the file ""lowpassfilter2.m"", how does N change? (a) '512' - '256' - '128' - '1024' (b) '512' - '128' - '256' - '1024' (c) '128' - '256' - '512' - '1024' (d) '512' - '258' - '128' - '1024'",(a)
GUI,application,22,AD,open,Analyze this video. What is the range of the vertical axis in Figure 3 that appears for the second time in the video?,"Analyzing this video, the vertical axis of Figure 3 appears in the video and ranges from -1 to 1."
GUI,application,23,AD,open,"Analyze this video. At the moment before dragging the optical simulation, what are the values ​​of H and V marked in the upper left corner, rounded to two decimal places?","In the video, just before the optical simulation was dragged, the H and V values ​​in the upper left corner were -3.18 and 4.73, respectively."
GUI,application,24,AD,open,Analyze this video. What is the maximum value (rounded to two decimal places) of the H value in the upper left corner of the layout diagram?,The maximum value of H in the top left corner of the video is 107.19.
GUI,application,25,AD,open,"When analyzing this video, some parameter values can be identified. Could you please tell me what the aperture value and wavelength value are?","The aperture value is 0.14, and the wavelength is 1.550 micrometers."
GUI,application,26,TC,open,Analyze this video. How many options did the mouse click on in the '系统选项' section on the left (each click would trigger a submenu)?,"In the video, the mouse clicked on 6 options in the '系统选项' section on the left."
GUI,application,27,AD,open,"Analyzing this video, after comprehensive analysis, what is the number of LUTs occupied by xdma_0_synth_1 in the Out-of-Context Module Runs?","The number of LUTs occupied by the xdma_0_synth_1 in the ""Out-of-Context Module Runs"" is 25624."
GUI,application,28,TC,open,Analyze this video. How many times was the mouse clicked in the video?,The mouse was clicked 12 times in the video.
GUI,application,29,TC,open,Analyze this video. How many times was the page magnified by the scroll wheel in this video?,The video zoomed in on the page 12 times.
GUI,application,30,AD,open,Analyze this video. What is the X value corresponding to the X3Y2 block in the Device interface of the video?,The X left value of the X3Y2 block in the video is 293.
GUI,application,31,TC,open,Analyze this video. How many times has the code interface in the video been enlarged?,The code interface in the video has been enlarged five times.
GUI,application,32,AD,closed,"Analyze this video. Which parts of the code in the video have been modified? (a)2->5; ""层序遍历为"" -> ""层序遍历"" (b) 3 -> 5; ""层序遍历为"" -> 层序遍历 (c) 2 -> 5; ""层序遍历为"" -> ""层序遍"" (d) 3 -> 5; ""层序遍历为"" -> ""层序遍""",(a)
GUI,application,33,TC,open,Analyze this video. How many times did the pages on both sides of the video use the scroll wheel to move down?,"In the video, the two sides of the page were scrolled down using the wheel a total of 8 times."
GUI,application,34,TC,open,Analyze this video. How many times was the mouse clicked in the video?,The mouse was clicked 8 times in the video.
GUI,application,35,TC,open,How many digits did the user type in total in the video?,8
GUI,application,36,TC,open,What is the maximum number of English letters visible in the document editing area?,9
GUI,application,37,TC,open,What is the minimum number of digits visible in the document editing area?,5
GUI,application,38,TC,open,What is the minimum number of English letters visible in the document editing area?,2
GUI,application,39,TC,open,What is the maximum total number of characters (letters and digits) visible in the document editing area?,24
GUI,application,40,TC,open,What is the maximum number of English letters visible in the document editing area?,11
GUI,application,41,AD,open,"After selecting the blue inverted triangle shape, which button did the user click?",Fit
GUI,application,42,AD,open,"Which mode did the user switch ""Workspace"" to?",3D Modeling
GUI,application,43,AD,open,To what value was the height of the cuboid adjusted?,25
GUI,application,44,TC,open,"How many times in total was the ""Annotate"" button pressed in the video?",2 times
GUI,application,45,AD,closed,"Which category did the inserted rectangle come from?
(a) 线条.
(b) 最近使用的形状.
(c) 矩形.
(d) 基本形状.",(b)
